Temperature_C,Pressure_P,Message Number
26.96,97390.39,8556
26.96,97394.36,8557
26.96,97396.84,8558
26.96,97393.86,8559
26.96,97393.86,8560
26.96,97392.2,8561
26.96,97394.33,8562
26.96,97385.05,8563
26.96,97390.02,8564
26.96,97390.02,8565
26.96,97389.86,8566
26.96,97387.37,8567
26.96,97388.98,8568
26.96,97393.28,8569
26.96,97396.09,8570
26.96,97391.95,8571
26.96,97394.28,8572
26.96,97396.47,8573
26.96,97395.35,8574
26.96,97394.82,8575
26.96,97394.66,8576
26.96,97395.14,8577
26.96,97396.27,8578
26.96,97396.81,8579
26.96,97396.92,8580
26.96,97396.92,8581
26.96,97395.31,8582
26.96,97397.47,8583
26.96,97398.3,8584
26.96,97397.47,8585
26.96,97395.81,8586
26.96,97396.84,8587
26.96,97398.87,8588
26.96,97395.35,8589
26.96,97395.72,8590
26.96,97398.45,8591
26.96,97398.66,8592
26.96,97398.04,8593
26.97,97396.92,8594
26.97,97395.59,8595
26.97,97396.42,8596
26.96,97397.7,8597
26.96,97395.72,8598
26.97,97394.1,8599
26.97,97394.93,8600
26.96,97397.67,8601
26.97,97394.93,8602
26.97,97394.97,8603
26.97,97395.13,8604
26.97,97393.14,8605
26.97,97391.62,8606
26.97,97392.81,8607
26.97,97388.8,8608
26.97,97389.96,8609
26.97,97389.88,8610
26.97,97388.05,8611
26.98,97389.13,8612
26.98,97388.47,8613
26.98,97390.45,8614
26.98,97390.28,8615
26.98,97387.97,8616
26.97,97386.94,8617
26.97,97388.7,8618
26.97,97390.53,8619
26.97,97391.03,8620
26.97,97389.38,8621
26.97,97391.48,8622
26.97,97390.91,8623
26.97,97392.34,8624
26.97,97390,8625
26.97,97388.88,8626
26.97,97390.53,8627
26.97,97390.03,8628
26.97,97389.88,8629
26.97,97390.53,8630
26.97,97394.22,8631
26.97,97393.52,8632
26.97,97390.53,8633
26.97,97386.23,8634
26.97,97389.04,8635
26.97,97394.38,8636
26.97,97394.72,8637
26.97,97397.32,8638
26.97,97393.56,8639
26.97,97391.57,8640
26.98,97394.59,8641
26.98,97396.08,8642
26.98,97395.92,8643
26.97,97397.36,8644
26.97,97395.38,8645
26.97,97394.34,8646
26.97,97395.16,8647
26.97,97395.38,8648
26.97,97392.56,8649
26.97,97393.19,8650
26.97,97396.98,8651
26.97,97400.79,8652
26.97,97396,8653
26.97,97395.38,8654
26.97,97393.14,8655
26.98,97394.42,8656
26.97,97391.57,8657
26.97,97392.23,8658
26.97,97392.56,8659
26.97,97395.66,8660
26.97,97397.65,8661
26.97,97396.98,8662
26.98,97397.9,8663
26.97,97396.05,8664
26.97,97393.84,8665
26.97,97402.95,8666
26.97,97400.3,8667
26.97,97397.05,8668
26.98,97396.23,8669
26.97,97397.2,8670
26.97,97399.85,8671
26.97,97398.15,8672
26.97,97397.32,8673
26.97,97400.77,8674
26.97,97399.59,8675
26.97,97399.44,8676
26.97,97402.25,8677
26.97,97403.58,8678
26.97,97398.98,8679
26.97,97400.1,8680
26.97,97400.1,8681
26.97,97397.61,8682
26.97,97399.92,8683
26.97,97402.05,8684
26.96,97397.7,8685
26.96,97400.86,8686
26.97,97401.38,8687
26.96,97398.87,8688
26.96,97400.48,8689
26.96,97404.09,8690
26.96,97402.27,8691
26.96,97402.63,8692
26.96,97402.59,8693
26.96,97404,8694
26.97,97399.4,8695
26.96,97406.28,8696
26.96,97404.66,8697
26.96,97404.66,8698
26.96,97401.45,8699
26.96,97396.59,8700
26.95,97391.05,8701
26.95,97396.14,8702
26.95,97394.48,8703
26.95,97390.18,8704
26.95,97384.59,8705
26.95,97388.28,8706
26.95,97388.91,8707
26.96,97393.5,8708
26.96,97396.47,8709
26.95,97388.61,8710
26.95,97393.22,8711
26.95,97392.38,8712
26.95,97396.39,8713
26.95,97396.05,8714
26.96,97394.95,8715
26.95,97393.41,8716
26.95,97399.38,8717
26.95,97394.69,8718
26.94,97395.16,8719
26.93,97393.84,8720
26.93,97395.33,8721
26.93,97380.39,8722
26.94,97398.84,8723
26.93,97396.98,8724
26.93,97401,8725
26.94,97404.92,8726
26.94,97401.45,8727
26.94,97397.34,8728
26.94,97398.01,8729
26.94,97401.65,8730
26.94,97402.31,8731
26.94,97405.75,8732
26.93,97405.55,8733
26.93,97400.88,8734
26.93,97398.39,8735
26.93,97400.67,8736
26.93,97398.89,8737
26.93,97398.47,8738
26.92,97397.7,8739
26.91,97396.14,8740
26.92,97393.77,8741
26.93,97390.37,8742
26.93,97395.61,8743
26.93,97401.58,8744
26.93,97395.09,8745
26.94,97402.14,8746
26.93,97406.38,8747
26.93,97401.09,8748
26.94,97399.96,8749
26.94,97400.2,8750
26.94,97399.04,8751
26.94,97401.95,8752
26.93,97398.77,8753
26.94,97395.83,8754
26.94,97409.59,8755
26.94,97409.35,8756
26.95,97401.8,8757
26.95,97399.45,8758
26.95,97394.98,8759
26.95,97399.16,8760
26.95,97402.11,8761
26.94,97399.91,8762
26.95,97400.65,8763
26.95,97399.61,8764
26.94,97399.09,8765
26.95,97398,8766
26.95,97397.34,8767
26.95,97395.69,8768
26.95,97395.02,8769
26.96,97398.41,8770
26.96,97397.42,8771
26.95,97395.89,8772
26.96,97399.28,8773
26.96,97398.8,8774
26.96,97402.8,8775
26.96,97403.8,8776
26.96,97403.3,8777
26.96,97403.8,8778
26.96,97405.78,8779
26.96,97408.77,8780
26.96,97408.95,8781
26.96,97410.95,8782
26.96,97408.59,8783
26.96,97410.05,8784
26.96,97409.42,8785
26.96,97412.11,8786
26.96,97419.06,8787
26.96,97411.45,8788
26.97,97406.23,8789
26.97,97406.89,8790
26.97,97408.55,8791
26.96,97409.63,8792
26.97,97408.58,8793
26.97,97407.22,8794
26.97,97408.88,8795
26.97,97409.04,8796
26.97,97409.16,8797
26.97,97408.83,8798
26.96,97409.22,8799
26.95,97406.81,8800
26.95,97410.09,8801
26.96,97411.54,8802
26.96,97409.09,8803
26.96,97404.83,8804
26.97,97405.36,8805
26.97,97406.35,8806
26.97,97404.56,8807
26.97,97405.77,8808
26.97,97404.98,8809
26.98,97402.05,8810
26.98,97400.43,8811
26.99,97399.84,8812
26.99,97401.38,8813
26.99,97403.66,8814
26.99,97404.27,8815
26.99,97406.59,8816
27,97405.36,8817
26.99,97405.72,8818
27,97408.64,8819
27,97408.8,8820
27,97407.31,8821
27,97409.63,8822
27,97408.17,8823
27,97408.02,8824
27,97409.04,8825
27.01,97409.29,8826
27.01,97405.19,8827
27.01,97402.41,8828
27.01,97403.44,8829
27.01,97406.05,8830
27.01,97409.66,8831
27.01,97410.16,8832
27.01,97413.5,8833
27.01,97414.46,8834
27,97412.06,8835
27,97419.02,8836
27.01,97420.05,8837
27,97416.05,8838
27.01,97414.59,8839
27.01,97414.42,8840
27,97411.52,8841
27,97410.7,8842
27,97410.91,8843
27.01,97407.14,8844
27.01,97407.63,8845
27.01,97409.16,8846
27.01,97408.5,8847
27.01,97407.02,8848
27.01,97407.34,8849
27.01,97407.47,8850
27.01,97408.8,8851
27.01,97409.03,8852
27.01,97409.83,8853
27.01,97411.15,8854
27.01,97411.31,8855
27.01,97413.2,8856
27.01,97412.47,8857
27.01,97415.86,8858
27.01,97419.16,8859
27.01,97423.47,8860
27.01,97424.92,8861
27.01,97422.41,8862
27.01,97423.47,8863
27.02,97421.16,8864
27.02,97420.17,8865
27.02,97416.36,8866
27.02,97415.95,8867
27.02,97412.8,8868
27.02,97412.06,8869
27.02,97413.77,8870
27.01,97411.72,8871
27.02,97409.95,8872
27.02,97411.73,8873
27.02,97412.72,8874
27.02,97416.7,8875
27.02,97417.02,8876
27.02,97418.34,8877
27.01,97422.81,8878
27.01,97425.42,8879
27.01,97420.78,8880
27.01,97423.59,8881
27.01,97427.53,8882
27.01,97429.73,8883
27.01,97426.09,8884
27.01,97423.4,8885
27.01,97421.28,8886
27.01,97423.27,8887
27.01,97424.8,8888
27.01,97426.78,8889
27.01,97424.47,8890
27.01,97425.09,8891
27.01,97426.78,8892
27.01,97427.91,8893
27.01,97428.56,8894
27.01,97424.92,8895
27.01,97423.77,8896
27.01,97420.78,8897
27.01,97420.13,8898
27.01,97419.59,8899
27.01,97423.47,8900
27.01,97424.3,8901
27.01,97425.88,8902
27.01,97425.72,8903
27.01,97430.02,8904
27.01,97426.88,8905
27.01,97428.87,8906
27.01,97428.91,8907
27.01,97427.5,8908
27.01,97426.88,8909
27.01,97428.07,8910
27.01,97424.36,8911
27,97422.5,8912
27.01,97421.2,8913
27,97421,8914
27.01,97422.04,8915
27,97418.52,8916
27.01,97416.11,8917
27.01,97417.93,8918
27.01,97420.25,8919
27.01,97421.28,8920
27.01,97422.81,8921
27.01,97421.11,8922
27.01,97423.36,8923
27,97424.48,8924
27.01,97424.68,8925
27.01,97421.61,8926
27.01,97421.28,8927
27.01,97420.22,8928
27.01,97417.77,8929
27.01,97419.92,8930
26.99,97420.83,8931
26.98,97418.02,8932
26.98,97416.48,8933
26.98,97417.13,8934
26.98,97413.19,8935
26.99,97419.7,8936
26.99,97420.45,8937
26.99,97421.83,8938
26.99,97420.16,8939
27,97422.22,8940
27,97419.4,8941
26.99,97416.32,8942
26.99,97417.8,8943
26.99,97417.84,8944
27,97423.38,8945
26.99,97424.72,8946
26.99,97422.44,8947
27,97417.25,8948
27,97419.4,8949
26.99,97420.98,8950
27,97421.05,8951
27,97419.4,8952
27,97419.92,8953
27,97421.91,8954
27,97424.23,8955
27,97423.73,8956
27,97424.1,8957
27,97421.63,8958
27,97421.09,8959
27,97420.3,8960
27,97422.38,8961
27,97423.2,8962
27,97422.91,8963
27,97424.23,8964
27,97420.92,8965
27,97418.52,8966
27,97419.59,8967
27,97420.3,8968
27,97424.56,8969
27,97426.42,8970
27,97430.23,8971
27,97433.26,8972
27,97430.31,8973
27,97430.81,8974
27,97430.85,8975
27,97431.52,8976
27,97430.45,8977
27,97431.94,8978
27,97429.95,8979
27,97428.58,8980
27,97428.29,8981
27,97428.58,8982
27,97429.28,8983
27,97429.45,8984
27.01,97429.66,8985
27.01,97429.22,8986
27.01,97428.69,8987
27.01,97430.77,8988
27.01,97427.04,8989
27.01,97426.38,8990
27.01,97426.09,8991
27.01,97425.28,8992
27.01,97425.26,8993
27.01,97422.47,8994
27.01,97420,8995
27.02,97418.84,8996
27.01,97423.8,8997
27.01,97423.14,8998
27.01,97421.48,8999
27.01,97419.79,9000
27.02,97420.34,9001
27.01,97419.16,9002
27.01,97419.72,9003
27.01,97421.11,9004
27.01,97420.88,9005
27.02,97420,9006
27.02,97416.98,9007
27.02,97416.25,9008
27.02,97415.75,9009
27.02,97415.29,9010
27.01,97412.22,9011
27.01,97410.72,9012
27.01,97410.66,9013
27.01,97412.14,9014
27.01,97413.67,9015
27.01,97414.53,9016
27.02,97412.06,9017
27.01,97413.88,9018
27.02,97412.77,9019
27.01,97411.55,9020
27.02,97411.73,9021
27.01,97413.53,9022
27.01,97413.01,9023
27.02,97412.55,9024
27.01,97410.89,9025
27.01,97411.06,9026
27.01,97408.74,9027
27.01,97408.87,9028
27.01,97406.55,9029
27.01,97406.26,9030
27.01,97406.91,9031
27.02,97407.63,9032
27.02,97407.38,9033
27.02,97408.83,9034
27.02,97409.98,9035
27.03,97411.05,9036
27.03,97414.08,9037
27.03,97412.55,9038
27.03,97411.77,9039
27.03,97412.91,9040
27.03,97413.95,9041
27.03,97415.14,9042
27.03,97414.81,9043
27.03,97415.48,9044
27.03,97414.66,9045
27.03,97413.66,9046
27.04,97414.69,9047
27.03,97415.64,9048
27.03,97417.47,9049
27.03,97420.28,9050
27.03,97425.58,9051
27.03,97427.23,9052
27.04,97429.09,9053
27.04,97431.42,9054
27.03,97433.81,9055
27.03,97435.3,9056
27.03,97436.42,9057
27.04,97438.37,9058
27.04,97438.07,9059
27.04,97441.38,9060
27.04,97440.59,9061
27.04,97439.11,9062
27.04,97438.73,9063
27.04,97441.02,9064
27.04,97441.18,9065
27.03,97440.32,9066
27.03,97440.81,9067
27.04,97442.18,9068
27.03,97441.64,9069
27.03,97440.81,9070
27.03,97441.27,9071
27.03,97442.26,9072
27.03,97442.97,9073
27.03,97444.05,9074
27.03,97445.17,9075
27.03,97446.81,9076
27.03,97447.23,9077
27.03,97448.27,9078
27.03,97449.42,9079
27.03,97449.92,9080
27.04,97448.14,9081
27.03,97446.9,9082
27.03,97447.77,9083
27.03,97445.56,9084
27.04,97444.03,9085
27.04,97444.86,9086
27.04,97442.75,9087
27.04,97441.45,9088
27.04,97439.47,9089
27.04,97440.47,9090
27.05,97439.35,9091
27.04,97440.47,9092
27.04,97440.55,9093
27.04,97440.69,9094
27.03,97441.97,9095
27.04,97441.22,9096
27.03,97439.65,9097
27.03,97439.45,9098
27.03,97440.98,9099
27.04,97441.52,9100
27.04,97441.18,9101
27.04,97440.69,9102
27.04,97440.52,9103
27.03,97441.97,9104
27.04,97443.17,9105
27.03,97443.63,9106
27.03,97444.88,9107
27.03,97446.23,9108
27.03,97444.63,9109
27.03,97445.23,9110
27.03,97446.28,9111
27.03,97447.02,9112
27.04,97449.3,9113
27.04,97447.52,9114
27.03,97446.73,9115
27.03,97449.09,9116
27.03,97449.09,9117
27.03,97448.43,9118
27.04,97450.28,9119
27.04,97451.45,9120
27.04,97451.65,9121
27.04,97451.28,9122
27.03,97452.91,9123
27.04,97455.25,9124
27.03,97453.69,9125
27.04,97453.44,9126
27.03,97452.58,9127
27.03,97453.02,9128
27.03,97453.4,9129
27.03,97455.55,9130
27.04,97457.45,9131
27.04,97456.79,9132
27.04,97458.31,9133
27.04,97456.82,9134
27.04,97456.2,9135
27.05,97456.7,9136
27.04,97457.35,9137
27.04,97455.99,9138
27.04,97456.48,9139
27.04,97454.3,9140
27.04,97455.5,9141
27.04,97456.2,9142
27.04,97455.2,9143
27.04,97455.2,9144
27.04,97456.2,9145
27.04,97455.82,9146
27.04,97454.34,9147
27.04,97452.48,9148
27.04,97452.18,9149
27.04,97452.81,9150
27.04,97455.75,9151
27.04,97456.48,9152
27.04,97458.67,9153
27.04,97458.18,9154
27.04,97459.48,9155
27.04,97460.34,9156
27.04,97459.8,9157
27.04,97460.63,9158
27.04,97460.3,9159
27.04,97460.3,9160
27.04,97459.94,9161
27.04,97458.97,9162
27.04,97456.58,9163
27.04,97456.3,9164
27.04,97455.17,9165
27.04,97456.2,9166
27.04,97455.03,9167
27.04,97455.86,9168
27.04,97456.82,9169
27.04,97456.91,9170
27.04,97458.23,9171
27.03,97459.85,9172
27.04,97461.09,9173
27.04,97461.95,9174
27.04,97460.59,9175
27.04,97463.08,9176
27.04,97464.06,9177
27.04,97466.63,9178
27.05,97463.98,9179
27.03,97464.28,9180
27.01,97464.2,9181
27.01,97462.05,9182
27.01,97461.52,9183
27.01,97462.05,9184
27.02,97460.57,9185
27.03,97463.54,9186
27.04,97465.19,9187
27.03,97468.3,9188
27.04,97468.88,9189
27.04,97469.28,9190
27.04,97468.24,9191
27.04,97465.23,9192
27.04,97466.72,9193
27.04,97465.23,9194
27.04,97467.58,9195
27.04,97469.28,9196
27.04,97466.63,9197
27.05,97468.3,9198
27.05,97467.8,9199
27.05,97468.05,9200
27.05,97467,9201
27.05,97466.92,9202
27.05,97467.41,9203
27.05,97469.08,9204
27.05,97469.08,9205
27.05,97470.07,9206
27.06,97466.95,9207
27.06,97467.45,9208
27.06,97468.31,9209
27.06,97467.2,9210
27.06,97468.22,9211
27.06,97468.22,9212
27.06,97472.04,9213
27.07,97470.09,9214
27.06,97469.06,9215
27.06,97468.16,9216
27.06,97470.55,9217
27.06,97470.67,9218
27.06,97468.52,9219
27.06,97468.98,9220
27.06,97466.3,9221
27.06,97469.68,9222
27.06,97467.7,9223
27.07,97469.59,9224
27.06,97468.4,9225
27.07,97471.45,9226
27.07,97473.34,9227
27.06,97472.2,9228
27.06,97475.02,9229
27.07,97474.94,9230
27.07,97469.58,9231
27.08,97467.77,9232
27.08,97469.66,9233
27.08,97473.27,9234
27.08,97475.38,9235
27.07,97475.53,9236
27.07,97475.37,9237
27.07,97473.55,9238
27.08,97474.22,9239
27.07,97475.53,9240
27.07,97476.49,9241
27.07,97477.42,9242
27.07,97478.64,9243
27.07,97480.8,9244
27.08,97482.66,9245
27.08,97481.47,9246
27.08,97481.8,9247
27.08,97480.3,9248
27.07,97479.97,9249
27.07,97480.5,9250
27.08,97480.19,9251
27.08,97482,9252
27.08,97482.54,9253
27.08,97482.95,9254
27.08,97480.8,9255
27.08,97480.72,9256
27.08,97483,9257
27.08,97485.52,9258
27.07,97482.38,9259
27.06,97479.08,9260
27.07,97474.9,9261
27.07,97474.05,9262
27.08,97475.58,9263
27.08,97473.89,9264
27.07,97473.68,9265
27.07,97473.34,9266
27.07,97474.61,9267
27.07,97474.44,9268
27.07,97475.23,9269
27.07,97475.56,9270
27.07,97474.94,9271
27.07,97473.22,9272
27.08,97473.56,9273
27.07,97473.22,9274
27.08,97473.06,9275
27.08,97471.24,9276
27.08,97471.24,9277
27.07,97469.54,9278
27.07,97471.89,9279
27.07,97471.02,9280
27.08,97470.08,9281
27.08,97471.24,9282
27.08,97470.98,9283
27.08,97469.75,9284
27.08,97471.77,9285
27.08,97472.85,9286
27.08,97473.27,9287
27.08,97473.59,9288
27.08,97471.11,9289
27.09,97470.73,9290
27.09,97473.55,9291
27.08,97472.53,9292
27.08,97471.69,9293
27.09,97472.22,9294
27.08,97473.52,9295
27.09,97472.39,9296
27.09,97468.91,9297
27.08,97468.45,9298
27.08,97467.1,9299
27.07,97467.92,9300
27.07,97468.92,9301
27.08,97470.91,9302
27.08,97469.3,9303
27.08,97472.19,9304
27.09,97471.73,9305
27.09,97471.9,9306
27.09,97471.1,9307
27.09,97470.73,9308
27.09,97470.44,9309
27.09,97470.48,9310
27.09,97471.64,9311
27.09,97472.63,9312
27.1,97472.7,9313
27.1,97472.87,9314
27.1,97473.36,9315
27.1,97473.91,9316
27.1,97474.03,9317
27.09,97473.3,9318
27.09,97472.17,9319
27.1,97470.72,9320
27.1,97467.91,9321
27.1,97470.05,9322
27.1,97470.97,9323
27.1,97471.59,9324
27.1,97471.59,9325
27.1,97471.44,9326
27.1,97473.08,9327
27.1,97475.07,9328
27.1,97474.41,9329
27.11,97479.3,9330
27.11,97475.33,9331
27.1,97475.14,9332
27.1,97475.56,9333
27.09,97475.31,9334
27.08,97477.86,9335
27.08,97475.91,9336
27.09,97477.86,9337
27.08,97476.53,9338
27.09,97477.94,9339
27.1,97475.52,9340
27.09,97474.33,9341
27.1,97476.52,9342
27.1,97475.36,9343
27.1,97475.19,9344
27.09,97476.97,9345
27.09,97475.58,9346
27.09,97476.31,9347
27.1,97476.52,9348
27.1,97476.52,9349
27.1,97473.86,9350
27.1,97474.48,9351
27.1,97474.28,9352
27.1,97475.61,9353
27.1,97476.77,9354
27.1,97477.8,9355
27.11,97475.98,9356
27.1,97477.13,9357
27.1,97475.31,9358
27.1,97476.89,9359
27.1,97478.05,9360
27.1,97478.42,9361
27.1,97478.08,9362
27.1,97478.08,9363
27.1,97478.13,9364
27.1,97479.61,9365
27.08,97478.94,9366
27.08,97477.37,9367
27.08,97477.86,9368
27.08,97477.86,9369
27.08,97478.65,9370
27.08,97479.97,9371
27.08,97481.7,9372
27.08,97480.8,9373
27.09,97479.84,9374
27.09,97482.16,9375
27.09,97482.37,9376
27.09,97483.23,9377
27.09,97483.85,9378
27.09,97482.98,9379
27.08,97483.95,9380
27.09,97486.67,9381
27.09,97484.52,9382
27.09,97486.14,9383
27.09,97486.8,9384
27.09,97485.14,9385
27.09,97485.8,9386
27.09,97487.66,9387
27.09,97487.5,9388
27.09,97486.83,9389
27.08,97483.61,9390
27.09,97486.8,9391
27.08,97487.59,9392
27.09,97486.46,9393
27.09,97483.98,9394
27.08,97485.19,9395
27.08,97485.48,9396
27.08,97486.64,9397
27.08,97486.05,9398
27.08,97485.92,9399
27.08,97485.92,9400
27.09,97487.29,9401
27.08,97487.54,9402
27.08,97487.27,9403
27.09,97489.28,9404
27.07,97491.22,9405
27.06,97490.8,9406
27.05,97492.42,9407
27.06,97489.81,9408
27,97489.72,9409
26.99,97490.9,9410
26.99,97493.05,9411
26.98,97492.14,9412
26.97,97491.28,9413
26.98,97491.11,9414
26.97,97491.73,9415
26.98,97494.09,9416
26.98,97494.17,9417
26.99,97495.16,9418
27,97495.3,9419
27,97496.67,9420
27.01,97495.59,9421
27.01,97497.77,9422
27.01,97499.47,9423
27.02,97501.13,9424
27.02,97498.36,9425
27.02,97499.23,9426
27.02,97500.26,9427
27.03,97501.13,9428
27.03,97502.16,9429
27.02,97498.7,9430
27.03,97501.86,9431
27.03,97501.09,9432
27.02,97501.59,9433
27.02,97502,9434
27.03,97500.96,9435
27.03,97500.88,9436
27.03,97500.7,9437
27.03,97503.19,9438
27.03,97501.62,9439
27.02,97501.91,9440
27.02,97502.38,9441
27.03,97503.64,9442
27.04,97504.59,9443
27.04,97503.64,9444
27.04,97501.16,9445
27.04,97502.52,9446
27.04,97500.52,9447
27.04,97501.02,9448
27.04,97500.37,9449
27.04,97499.08,9450
27.04,97500.2,9451
27.04,97498.8,9452
27.03,97499.01,9453
27.03,97502.45,9454
27.03,97501.58,9455
27.03,97501.91,9456
27.04,97498.8,9457
27.04,97500.66,9458
27.04,97503.81,9459
27.04,97505,9460
27.03,97501.24,9461
27.02,97500.56,9462
27.02,97499.64,9463
27.02,97499.59,9464
27.03,97501.24,9465
27.04,97504.67,9466
27.04,97503.55,9467
27.04,97498.14,9468
27.03,97495.89,9469
27.03,97494.24,9470
27.04,97496.32,9471
27.03,97501.7,9472
27.03,97503.41,9473
27.02,97502.67,9474
27.01,97503.41,9475
27.01,97504.39,9476
27.01,97504.77,9477
27.02,97504.32,9478
27.03,97502.61,9479
27.03,97500.63,9480
27.02,97500.47,9481
27.01,97504.19,9482
27.01,97502.87,9483
27.01,97508.41,9484
27.01,97506.22,9485
27.01,97507.25,9486
27.02,97507.96,9487
27.01,97505.09,9488
27.02,97506.72,9489
27.01,97507.75,9490
27.02,97507.59,9491
27.02,97505.61,9492
27.02,97507.09,9493
27.03,97497.32,9494
27.03,97504.27,9495
27.02,97504.56,9496
27.03,97497.65,9497
27.01,97497.86,9498
27,97501.26,9499
27.01,97505.23,9500
27.01,97503.69,9501
26.98,97504.43,9502
26.98,97503.86,9503
26.96,97503.33,9504
26.95,97504.16,9505
26.96,97504.12,9506
26.97,97505.68,9507
26.97,97503.03,9508
26.96,97501.97,9509
26.96,97505.91,9510
26.97,97504.19,9511
26.97,97502.53,9512
26.96,97506.31,9513
26.96,97506.19,9514
26.95,97507.23,9515
26.95,97506.89,9516
26.95,97506.64,9517
26.96,97507.1,9518
26.97,97507.34,9519
26.97,97508.7,9520
26.97,97508.3,9521
26.98,97508.69,9522
26.98,97510.64,9523
26.97,97510.69,9524
26.96,97510.41,9525
26.97,97508.04,9526
26.97,97507.13,9527
26.98,97508.87,9528
26.98,97508.69,9529
26.98,97508.36,9530
26.98,97508,9531
26.97,97508.73,9532
26.98,97510.53,9533
26.98,97510.18,9534
26.99,97508.28,9535
26.98,97508.74,9536
26.98,97514.2,9537
26.98,97513.17,9538
26.98,97513.45,9539
26.97,97516.23,9540
26.97,97517.64,9541
26.95,97515.38,9542
26.94,97514.05,9543
26.95,97516.5,9544
26.96,97516.29,9545
26.97,97518.59,9546
26.97,97513.05,9547
26.97,97516.19,9548
26.98,97519.25,9549
26.97,97521.2,9550
26.97,97518.72,9551
26.96,97518.56,9552
26.95,97520.22,9553
26.96,97523.9,9554
26.96,97525.52,9555
26.97,97524.26,9556
26.98,97519.29,9557
26.98,97516.64,9558
26.98,97518.13,9559
26.98,97517.14,9560
26.98,97518.34,9561
26.99,97519.54,9562
26.99,97520.03,9563
26.99,97519.45,9564
26.99,97519.37,9565
26.99,97518.88,9566
26.98,97517.84,9567
26.99,97518.96,9568
26.99,97518.59,9569
26.99,97518.5,9570
27,97521.91,9571
27,97519.47,9572
26.99,97519.92,9573
26.98,97521.16,9574
26.99,97521.53,9575
26.98,97521.66,9576
26.97,97520.7,9577
26.97,97521.65,9578
26.98,97521.57,9579
26.98,97520.28,9580
26.98,97520.3,9581
26.98,97521.9,9582
26.97,97520.98,9583
26.97,97522.08,9584
26.97,97520.83,9585
26.97,97519.42,9586
26.97,97522.94,9587
26.97,97524.52,9588
26.97,97522.57,9589
26.97,97524.8,9590
26.97,97528.61,9591
26.97,97524.75,9592
26.95,97523.7,9593
26.95,97526.27,9594
26.95,97521.83,9595
26.93,97519.33,9596
26.93,97512.79,9597
26.94,97518.98,9598
26.94,97521.38,9599
26.94,97523.74,9600
26.95,97522.62,9601
26.95,97523.94,9602
26.95,97524.98,9603
26.95,97527.17,9604
26.96,97525.44,9605
26.96,97524.56,9606
26.96,97524.89,9607
26.95,97526.96,9608
26.95,97528.58,9609
26.95,97527.25,9610
26.94,97528.05,9611
26.94,97528.38,9612
26.95,97529.78,9613
26.95,97533.27,9614
26.94,97534,9615
26.95,97533.75,9616
26.96,97533.66,9617
26.96,97534.83,9618
26.95,97532.47,9619
26.96,97535.08,9620
26.97,97534.69,9621
26.97,97535.02,9622
26.97,97534.28,9623
26.97,97536.43,9624
26.98,97538.3,9625
26.98,97537.13,9626
26.98,97537.34,9627
26.98,97536.22,9628
26.99,97537.13,9629
26.99,97536.64,9630
26.99,97537.5,9631
26.99,97540.2,9632
26.99,97543.5,9633
27,97543.44,9634
27,97540.91,9635
26.99,97540.86,9636
26.99,97541.67,9637
26.99,97541.84,9638
26.98,97547.61,9639
26.97,97545.38,9640
26.97,97544.13,9641
26.97,97543.34,9642
26.98,97542.96,9643
26.99,97542.55,9644
26.99,97544.38,9645
26.99,97546.16,9646
26.99,97541.48,9647
26.98,97542.3,9648
26.96,97544.72,9649
26.96,97544.88,9650
26.97,97538.33,9651
26.98,97545.25,9652
26.97,97548.69,9653
26.97,97549.63,9654
26.97,97552.41,9655
26.97,97552.61,9656
26.97,97551.66,9657
26.98,97552.2,9658
26.97,97550.75,9659
26.97,97552.24,9660
26.97,97553.73,9661
26.97,97558.45,9662
26.96,97556.63,9663
26.96,97556.97,9664
26.96,97554.25,9665
26.94,97561.23,9666
26.93,97564.73,9667
26.94,97563.52,9668
26.93,97562.48,9669
26.94,97560.74,9670
26.94,97562.15,9671
26.96,97561.86,9672
26.94,97564.22,9673
26.93,97564.35,9674
26.93,97569.36,9675
26.94,97565.58,9676
26.95,97565.58,9677
26.95,97564.7,9678
26.95,97565.75,9679
26.96,97565.3,9680
26.95,97568.07,9681
26.95,97568.15,9682
26.95,97568.97,9683
26.95,97566.87,9684
26.95,97566.53,9685
26.96,97564.13,9686
26.95,97563.22,9687
26.95,97564.05,9688
26.93,97564.77,9689
26.93,97563.36,9690
26.91,97562.3,9691
26.9,97563.22,9692
26.9,97564.88,9693
26.9,97564.88,9694
26.89,97565.05,9695
26.9,97567.14,9696
26.91,97567.09,9697
26.9,97566.98,9698
26.9,97567.23,9699
26.9,97565.33,9700
26.91,97565.98,9701
26.92,97565.27,9702
26.93,97562.78,9703
26.94,97560.45,9704
26.95,97563.52,9705
26.94,97563.98,9706
26.93,97563.03,9707
26.93,97562.86,9708
26.93,97562.61,9709
26.94,97564.26,9710
26.94,97564.97,9711
26.95,97564.02,9712
26.95,97565.34,9713
26.95,97566.49,9714
26.95,97563.89,9715
26.94,97564.05,9716
26.94,97563.09,9717
26.94,97568.61,9718
26.92,97571.22,9719
26.91,97569.95,9720
26.9,97573.07,9721
26.87,97572.73,9722
26.86,97572.27,9723
26.84,97572.65,9724
26.81,97569.34,9725
26.81,97570.17,9726
26.82,97570.09,9727
26.85,97570.97,9728
26.86,97570.89,9729
26.86,97569.52,9730
26.87,97570.34,9731
26.88,97570.26,9732
26.88,97570.67,9733
